wavenumber,spectra
1735.6487,0.007765893
1733.7202,0.007883667
1731.7917,0.006747778
1729.863,0.006537398
1727.9346,0.006023869
1726.0061,0.0061201346
1724.0776,0.00649004
1722.1492,0.0066529545
1720.2207,0.0075113596
1718.2922,0.009143662
1716.3638,0.008986508
1714.435,0.00820294
1712.5066,0.007615273
1710.5781,0.007984665
1708.6497,0.008466529
1706.7212,0.009536643
1704.7927,0.009698502
1702.8643,0.01020717
1700.9358,0.01183658
1699.0071,0.01182977
1697.0786,0.012527415
1695.1501,0.011599387
1693.2217,0.011171897
1691.2932,0.012081056
1689.3647,0.0129769975
1687.4363,0.013817255
1685.5076,0.015839858
1683.5791,0.016233409
1681.6506,0.01530667
1679.7222,0.015596485
1677.7937,0.016233135
1675.8652,0.017430732
1673.9368,0.01762696
1672.0082,0.018822428
1670.0797,0.020146642
1668.1511,0.01958922
1666.2227,0.019391581
1664.2942,0.020614471
1662.3657,0.021332195
1660.4373,0.021181876
1658.5088,0.021680705
1656.5802,0.023035828
1654.6517,0.025464822
1652.7231,0.02521705
1650.7947,0.024130411
1648.8662,0.025696354
1646.9377,0.026686883
1645.0093,0.024596663
1643.0808,0.02412915
1641.1522,0.024346408
1639.2238,0.024899658
1637.2952,0.02634405
1635.3667,0.02550168
1633.4382,0.02327526
1631.5098,0.0228194
1629.5813,0.022813672
1627.6527,0.022325575
1625.7242,0.021649428
1623.7957,0.021479258
1621.8672,0.019783998
1619.9387,0.019222606
1618.0103,0.019678034
1616.0818,0.018322686
1614.1533,0.016552791
1612.2247,0.015967783
1610.2963,0.0153987
1608.3677,0.014662705
1606.4392,0.013740506
1604.5107,0.013243501
1602.5823,0.012686845
1600.6538,0.0119374115
1598.7253,0.011315492
1596.7968,0.011049625
1594.8683,0.010487626
1592.9397,0.009803855
1591.0112,0.0092939325
1589.0828,0.008846115
1587.1543,0.008296989
1585.2258,0.007888424
1583.2972,0.0074972343
1581.3688,0.0072016222
1579.4402,0.007404573
1577.5117,0.008529106
1575.5833,0.0076554352
1573.6548,0.0063662548
1571.7263,0.006748384
1569.7979,0.0071069356
1567.8693,0.005818876
1565.9408,0.005822469
1564.0122,0.0058243833
1562.0837,0.0065250196
1560.1553,0.009261268
1558.2268,0.008258016
1556.2983,0.006177501
1554.3699,0.0056569115
1552.4413,0.004927746
1550.5128,0.0052404935
1548.5842,0.0046519283
1546.6558,0.004947921
1544.7273,0.0063508893
1542.7988,0.0077093286
1540.8704,0.009186335
1538.9419,0.0057677017
1537.0133,0.0039171576
1535.0847,0.004602063
1533.1562,0.0044774087
1531.2278,0.003332519
1529.2993,0.0036766315
1527.3708,0.0043090167
1525.4424,0.004262905
1523.5138,0.004824206
1521.5853,0.0055006784
1519.6567,0.004046601
1517.7283,0.0043339483
1515.7998,0.003369282
1513.8713,0.002672481
1511.9429,0.0030519061
1510.0144,0.004101687
1508.0858,0.00634635
1506.1573,0.004347101
1504.2288,0.001803481
1502.3003,0.0016670877
1500.3718,0.0021669292
1498.4434,0.0028467097
1496.5149,0.0024673638
1494.5864,0.0012951508
1492.6578,0.0016206239
1490.7294,0.0028240976
1488.8008,0.0026860498
1486.8723,0.0016614664
1484.9438,0.00094093184
1483.0154,0.0009270188
1481.0869,0.0009547789
1479.1583,0.00087887445
1477.2299,0.0015826117
1475.3013,0.002664613
1473.3728,0.0039866064
1471.4443,0.0027539346
1469.5159,0.0015941514
1467.5874,0.0019308646
1465.6589,0.0028847994
1463.7303,0.0026874836
1461.8019,0.0024974886
1459.8733,0.0037735812
1457.9448,0.005839025
1456.0164,0.0040988107
1454.0879,0.00263741
1452.1594,0.0023862969
1450.231,0.0026081088
1448.3024,0.0030677225
1446.3739,0.00280102
1444.4453,0.0026473443
1442.5168,0.0027396965
1440.5884,0.0028406065
1438.6599,0.0035776987
1436.7314,0.0041753133
1434.8029,0.0033635388
1432.8744,0.003373857
1430.9458,0.0036437516
1429.0173,0.003568044
1427.0889,0.003432932
1425.1604,0.0039839977
1423.2319,0.0041197496
1421.3035,0.0044126683
1419.3749,0.005022361
1417.4464,0.004142128
1415.5178,0.0036662726
1413.5894,0.0036636663
1411.6609,0.0038126549
1409.7324,0.00370674
1407.804,0.0037895578
1405.8755,0.0040016877
1403.9469,0.0036972496
1402.0184,0.0035099857
1400.0898,0.004103627
1398.1614,0.0042395834
1396.2329,0.004389473
1394.3044,0.004232457
1392.376,0.0036190266
1390.4475,0.003660659
1388.5189,0.004123998
1386.5903,0.003981055
1384.6619,0.0034277888
1382.7334,0.003490746
1380.8049,0.0037764222
1378.8765,0.0039804867
1376.948,0.0041661137
1375.0194,0.0046500526
1373.091,0.004444669
1371.1624,0.0042257984
1369.2339,0.0043613915
1367.3054,0.0042596594
1365.377,0.004458796
1363.4485,0.0050332216
1361.52,0.0046122433
1359.5914,0.00426334
1357.663,0.0043310034
1355.7344,0.004373474
1353.8059,0.00444959
1351.8774,0.00453871
1349.949,0.004660837
1348.0205,0.0046685734
1346.092,0.004607689
1344.1635,0.0046951
1342.235,0.005054977
1340.3064,0.00569592
1338.3779,0.0055534323
1336.4495,0.0050347634
1334.521,0.0049388385
1332.5925,0.005038484
1330.664,0.005026819
1328.7355,0.005065402
1326.8069,0.00511351
1324.8784,0.005267927
1322.95,0.0055131954
1321.0215,0.005803765
1319.093,0.006013051
1317.1646,0.0058294204
1315.236,0.0058673695
1313.3075,0.006073091
1311.3789,0.0059670606
1309.4504,0.0059555047
1307.522,0.0060316636
1305.5935,0.006047992
1303.665,0.0060679503
1301.7366,0.0061953138
1299.808,0.0063139736
1297.8795,0.006414406
1295.9509,0.0064491443
1294.0225,0.0065061506
1292.094,0.0065893694
1290.1655,0.00673711
1288.237,0.0068530235
1286.3085,0.00696587
1284.38,0.0070782066
1282.4514,0.0071289293
1280.523,0.007181848
1278.5945,0.0072320774
1276.666,0.0073016537
1274.7375,0.007289321
1272.8091,0.0072897254
1270.8805,0.007383542
1268.952,0.0073122005
1267.0234,0.007420077
1265.095,0.007464233
1263.1665,0.007294948
1261.238,0.007282784
1259.3096,0.007278842
1257.3811,0.0073272293
1255.4525,0.007379734
1253.524,0.007229045
1251.5955,0.0071267737
1249.667,0.0072272257
1247.7385,0.0072402307
1245.81,0.0070392424
1243.8816,0.0068819057
1241.953,0.0068226284
1240.0245,0.006867195
1238.096,0.006836698
1236.1675,0.00669922
1234.239,0.0064699952
1232.3105,0.006386597
1230.3821,0.006357513
1228.4536,0.0061596213
1226.525,0.00586297
1224.5966,0.0056497618
1222.668,0.005489538
1220.7395,0.005381469
1218.811,0.005109453
1216.8826,0.00495392
1214.9541,0.004898189
1213.0256,0.0047311746
1211.097,0.004588568
1209.1686,0.0044685374
1207.24,0.0043764194
1205.3115,0.004299546
1203.383,0.004113227
1201.4546,0.0040848292
1199.5261,0.0041610287
1197.5977,0.0042485506
1195.6691,0.0042535695
1193.7406,0.0041821045
1191.812,0.0040008184
1189.8835,0.0038734947
1187.9551,0.0040081083
1186.0266,0.004033324
1184.0981,0.004118512
1182.1696,0.004195955
1180.2411,0.0042080996
1178.3125,0.004584717
1176.384,0.005001479
1174.4556,0.0054520243
1172.5271,0.0056903134
1170.5986,0.0060356283
1168.6702,0.006571607
1166.7416,0.0071765254
1164.8131,0.0077220774
1162.8845,0.00803752
1160.956,0.008406968
1159.0276,0.00898715
1157.0991,0.0094182845
1155.1707,0.009711039
1153.2421,0.010026404
1151.3136,0.010346205
1149.3851,0.010698163
1147.4565,0.011031885
1145.5281,0.011116893
1143.5996,0.011316342
1141.6711,0.011542356
1139.7427,0.011639001
1137.8141,0.011553312
1135.8856,0.011551237
1133.9572,0.011886873
1132.0286,0.012127017
1130.1001,0.01215799
1128.1716,0.012294174
1126.2432,0.012527312
1124.3147,0.012856231
1122.3861,0.013176552
1120.4576,0.013656692
1118.529,0.014140957
1116.6006,0.014785588
1114.6721,0.01521799
1112.7437,0.015728494
1110.8152,0.016465094
1108.8866,0.017210115
1106.9581,0.017541807
1105.0297,0.017586349
1103.1011,0.01749696
1101.1726,0.017531699
1099.2441,0.017438803
1097.3157,0.017171541
1095.3872,0.016765153
1093.4586,0.016404495
1091.5302,0.016200839
1089.6017,0.0160801
1087.6731,0.015518287
1085.7446,0.015347791
1083.8162,0.015163397
1081.8877,0.0152546745
1079.9592,0.015578969
1078.0306,0.0155318165
1076.1022,0.015605346
1074.1737,0.015725128
1072.2451,0.015490095
1070.3167,0.015532195
1068.3882,0.015676415
1066.4597,0.015314977
1064.5311,0.015198774
1062.6027,0.015248258
1060.6742,0.01492805
1058.7456,0.0146511905
1056.8171,0.014698007
1054.8887,0.014748051
1052.9602,0.014764094
1051.0317,0.014717202
1049.1031,0.01473619
1047.1747,0.01494698
1045.2462,0.0149669405
1043.3176,0.014787987
1041.3892,0.014589439
1039.4607,0.0145350965
1037.5322,0.015078004
1035.6038,0.015787592
1033.6752,0.015936708
1031.7467,0.016060708
1029.8182,0.016206821
1027.8896,0.0162977
1025.9612,0.016191345
1024.0327,0.016747074
1022.10425,0.017199153
1020.1757,0.01760267
1018.2472,0.018229898
1016.3187,0.018247278
1014.3902,0.01803799
1012.4617,0.017702468
1010.5332,0.01787565
1008.60474,0.018219808
1006.6762,0.017634965
1004.7477,0.01666502
1002.8192,0.015981017
1000.89075,0.015813226
998.9622,0.015847623
997.0337,0.01595551
995.1052,0.016146053
993.17676,0.01623193
991.2482,0.015831197
989.3197,0.015325377
987.39124,0.015053854
985.46277,0.015239198
983.53424,0.014543559
981.6057,0.014306219
979.67725,0.014157011
977.7488,0.0131645985
975.82025,0.01172018
973.8917,0.010915904
971.96326,0.009954321
970.0347,0.008493322
968.1062,0.0069091064
966.17773,0.0070221354
964.24927,0.006165133
962.32074,0.0049351524
960.3922,0.0031114714
958.46375,0.002077462
956.5353,0.0020149755
954.60675,0.001046473
952.6782,-0.0007500037
950.74976,-0.0026202714
948.8213,-0.0038241115
946.89276,-0.0028678372
944.96423,-0.0030810144
943.03577,-0.0026437864
941.1073,-0.0014308862
939.1788,-0.00026313707
937.25024,-0.00022293486
935.3218,0.00052648754
933.3933,-7.702981e-05
931.4648,0.00091430155
929.53625,0.0027102218
927.6078,0.003845514
925.6793,0.005599849
923.7508,0.006867094
921.82227,0.007626367
919.8938,0.010332903
917.9653,0.013570467
916.03674,0.015474026
914.1083,0.016595544
912.1798,0.016679067
910.2513,0.017715272
908.32275,0.017813578
906.3943,0.018529795
904.4658,0.020859387
902.5373,0.024465365
900.60876,0.0279661
898.6803,0.026479017
896.75183,0.0256921
894.8233,0.024256388
892.8948,0.026125511
890.9663,0.029166631
889.03784,0.027837383
887.1093,0.024935767
885.1808,0.028304627
883.2523,0.029105473
881.3238,0.026587358
879.3953,0.023632016
877.4668,0.02342316
875.5383,0.024560863
873.6098,0.024719654
871.68134,0.027271772
869.7528,0.028632978
867.82434,0.028513016
865.8958,0.030871702
863.96735,0.03453419
862.0388,0.0283829
860.11035,0.02142297
858.1818,0.019946046
856.2533,0.026333489
854.3248,0.027641997
852.39636,0.025543673
850.46783,0.031165937
848.5393,0.032592744
846.61084,0.033714578
844.6824,0.041702393
842.75385,0.041907497
840.8253,0.025190435
838.89685,0.017213149
836.9684,0.028555796
835.03986,0.039713427
833.1113,0.040804397
831.18286,0.033199955
829.25433,0.024848992
827.32587,0.025265513
825.39734,0.03965857
823.4689,0.054325875
821.54034,0.05476783
819.6119,0.04585315
817.68335,0.033137582
815.7549,0.02818168
813.82635,0.026953403
811.8979,0.037002705
809.96936,0.047304805
808.0409,0.045241937
806.11237,0.034707326
804.18384,0.018533427
802.2554,0.00836856
800.3269,0.019637957
798.3984,0.023696396
796.46985,0.02326771
794.5414,0.028440276
792.6129,0.026307331
790.6844,0.020247826
788.75586,0.024670586
786.8274,0.038249645
784.89886,0.033191584
782.9704,0.015554551
781.0419,0.021053623
779.1134,0.017654775
777.1849,0.01751752
775.2564,0.037307154
773.3279,0.05529008
771.3994,0.051785346
769.4709,0.047239635
767.5424,0.040291633
765.6139,0.027854694
763.6854,0.023344379
761.7569,0.026862312
759.8284,0.03407758
757.8999,0.036831282
755.97144,0.0350768
754.0429,0.027836712
752.1144,0.02226227
750.1859,0.03042422
748.25745,0.035553377
746.3289,0.04223998
744.4004,0.043060414
742.4719,0.04050782
740.5434,0.034346167
738.6149,0.030804044
736.6864,0.03446284
734.75793,0.033034068
732.8294,0.024346303
730.90094,0.023437288
728.9724,0.03712067
727.04395,0.039955694
725.1154,0.02670471
723.18695,0.01891112
721.2584,0.011751192
719.32996,0.019006789
717.4014,0.03553119
715.47296,0.03999635
713.54443,0.027826821
711.61597,0.019387633
709.68744,0.01562276
707.759,0.016405905
705.83044,0.019478451
703.902,0.022795234
701.97345,0.02433628
700.0449,0.023202658
698.11646,0.016924046
696.188,0.023692792
694.25946,0.03575912
692.33093,0.034822375
690.40247,0.013718482
688.47394,0.011521123
686.5455,0.025595298
684.61694,0.025852464
682.6885,0.02688963
680.75995,0.035968274
678.8315,0.0418717
676.90295,0.035893913
674.9745,0.022263665
673.04596,0.025250131
671.1175,0.024994971
669.18896,0.025575792
667.2605,0.033392098
665.332,0.03642212
663.4035,0.026067488
661.475,0.016709058
659.5465,0.009602287
657.618,0.017159993
655.6895,0.031103998
653.761,0.04097732
651.8325,0.034163997
649.904,0.023256734
